Species 1,Species 2,Dist,Std. Err
MT442037 Staphylococcus canis,AY953148 Staphylococcus croceilyticus,0.0191178056,0.0038025042
EU888120 Staphylococcus microti,AY953148 Staphylococcus croceilyticus,0.0228051192,0.0037569738
FM242137 Staphylococcus rostri,AY953148 Staphylococcus croceilyticus,0.0253450424,0.0040602770
FR733703 Staphylococcus muscae,AY953148 Staphylococcus croceilyticus,0.0198963147,0.0035484493
D83358 Staphylococcus auricularis,AY953148 Staphylococcus croceilyticus,0.0227759448,0.0036811008
AB233329 Staphylococcus carnosus subsp. utilis,AY953148 Staphylococcus croceilyticus,0.0310722002,0.0044637104
EU727181 Staphylococcus carnosus subsp. carnosus,AY953148 Staphylococcus croceilyticus,0.0270049677,0.0040705446
Y15750 Staphylococcus condimenti,AY953148 Staphylococcus croceilyticus,0.0265567534,0.0039995155
Y15754 Staphylococcus piscifermentans,AY953148 Staphylococcus croceilyticus,0.0252305822,0.0039372201
MK121623 Staphylococcus debuckii,AY953148 Staphylococcus croceilyticus,0.0259182357,0.0038700171
D83373 Staphylococcus simulans,AY953148 Staphylococcus croceilyticus,0.0263832150,0.0041812292
EU707796 Staphylococcus massiliensis,AY953148 Staphylococcus croceilyticus,0.0305617777,0.0044405514
KY315825 Staphylococcus edaphicus,AY953148 Staphylococcus croceilyticus,0.0145091775,0.0029547837
AP008934 Staphylococcus saprophyticus subsp. saprophyticus,AY953148 Staphylococcus croceilyticus,0.0144425067,0.0029420945
MH643903 Staphylococcus pseudoxylosus,AY953148 Staphylococcus croceilyticus,0.0156063370,0.0031024971
AB233327 Staphylococcus saprophyticus subsp. bovis,AY953148 Staphylococcus croceilyticus,0.0161074293,0.0032062043
MH431939 Staphylococcus caeli,AY953148 Staphylococcus croceilyticus,0.0144486395,0.0029616187
D83374 Staphylococcus xylosus,AY953148 Staphylococcus croceilyticus,0.0172335345,0.0033050818
AF004220 Staphylococcus succinus subsp. succinus,AY953148 Staphylococcus croceilyticus,0.0204391169,0.0035891453
AJ320272 Staphylococcus casei,AY953148 Staphylococcus croceilyticus,0.0220080861,0.0038095159
AF527483 Staphylococcus equorum subsp. linens,AY953148 Staphylococcus croceilyticus,0.0212877247,0.0037575396
AB009939 Staphylococcus equorum subsp. equorum,AY953148 Staphylococcus croceilyticus,0.0218569198,0.0038423097
AJ517414 Staphylococcus nepalensis,AY953148 Staphylococcus croceilyticus,0.0237891580,0.0037217040
AB009933 Staphylococcus arlettae,AY953148 Staphylococcus croceilyticus,0.0191006150,0.0035373786
D83361 Staphylococcus cohnii subsp. cohnii,AY953148 Staphylococcus croceilyticus,0.0158152167,0.0032028919
AB009936 Staphylococcus urealyticus,AY953148 Staphylococcus croceilyticus,0.0149520061,0.0029853335
CP027846 Staphylococcus kloosii,AY953148 Staphylococcus croceilyticus,0.0217722712,0.0037030215
MW186933 Staphylococcus lloydii,AY953148 Staphylococcus croceilyticus,0.0231077734,0.0037487145
MW186934 Staphylococcus durrellii,AY953148 Staphylococcus croceilyticus,0.0210933633,0.0036166528
D83366 Staphylococcus gallinarum,AY953148 Staphylococcus croceilyticus,0.0186335156,0.0034971584
KP716705 Staphylococcus argensis_{outgroup},AY953148 Staphylococcus croceilyticus,0.0557185333,0.0069451367
AF322002 Staphylococcus pettenkoferi,AY953148 Staphylococcus croceilyticus,0.0231505122,0.0038084611
FR821777 Staphylococcus argenteus,AY953148 Staphylococcus croceilyticus,0.0157174512,0.0031181351
L36472 Staphylococcus aureus subsp. aureus,AY953148 Staphylococcus croceilyticus,0.0163779500,0.0032053354
AY727530 Staphylococcus simiae,AY953148 Staphylococcus croceilyticus,0.0157706835,0.0033129865
D83355 Staphylococcus aureus subsp. anaerobius,AY953148 Staphylococcus croceilyticus,0.0150869002,0.0031547737
MF678963 Staphylococcus schweitzeri,AY953148 Staphylococcus croceilyticus,0.0165555616,0.0035194116
OD916897 Staphylococcus roterodami,AY953148 Staphylococcus croceilyticus,0.0151246986,0.0030936198
AB009937 Staphylococcus capitis subsp. urealyticus,AY953148 Staphylococcus croceilyticus,0.0163134602,0.0031878360
L37599 Staphylococcus capitis subsp. capitis,AY953148 Staphylococcus croceilyticus,0.0172914001,0.0032743845
D83363 Staphylococcus epidermidis,AY953148 Staphylococcus croceilyticus,0.0151091081,0.0031678786
AB646616 Staphylococcus saccharolyticus,AY953148 Staphylococcus croceilyticus,0.0194872348,0.0034662965
AB009935 Staphylococcus caprae,AY953148 Staphylococcus croceilyticus,0.0170090701,0.0031711311
AB009944 Staphylococcus pasteuri,AY953148 Staphylococcus croceilyticus,0.0163134602,0.0031621692
L37603 Staphylococcus warneri,AY953148 Staphylococcus croceilyticus,0.0186954359,0.0035178576
FJ389206 Staphylococcus devriesei,AY953148 Staphylococcus croceilyticus,0.0131755171,0.0026583147
MT671558 Staphylococcus caledonicus,AY953148 Staphylococcus croceilyticus,0.0133296771,0.0032190109
AB009941 Staphylococcus lugdunensis,AY953148 Staphylococcus croceilyticus,0.0121916354,0.0027317171
JN092118 Staphylococcus petrasii subsp. jettensis,AY953148 Staphylococcus croceilyticus,0.0020882326,0.0011848277
JX139845 Staphylococcus petrasii subsp. petrasii,AY953148 Staphylococcus croceilyticus,0.0033977234,0.0014507174
KM873669 Staphylococcus pragensis,AY953148 Staphylococcus croceilyticus,0.0006768853,0.0006892892
AB009938 Staphylococcus delphini,X66100 Staphylococcus haemolyticus,0.0288826119,0.0045876742
AJ780976 Staphylococcus pseudintermedius,X66100 Staphylococcus haemolyticus,0.0334431484,0.0049675249
CAIB01000045 Staphylococcus intermedius,X66100 Staphylococcus haemolyticus,0.0308765497,0.0047174726
FXUZ01000000 Staphylococcus cornubiensis,X66100 Staphylococcus haemolyticus,0.0295367194,0.0046897214
KY019172 Staphylococcus ursi,X66100 Staphylococcus haemolyticus,0.0312441902,0.0046336970
X84731 Staphylococcus lutrae,X66100 Staphylococcus haemolyticus,0.0319897373,0.0047957867
HM484980 Staphylococcus agnetis,X66100 Staphylococcus haemolyticus,0.0291287949,0.0046150787
CP008747 Staphylococcus hyicus,X66100 Staphylococcus haemolyticus,0.0285091664,0.0044819617
D83360 Staphylococcus chromogenes,X66100 Staphylococcus haemolyticus,0.0277776588,0.0043208944
S83568 Staphylococcus schleiferi subsp. schleiferi,X66100 Staphylococcus haemolyticus,0.0309430974,0.0045867877
AB009945 Staphylococcus coagulans,X66100 Staphylococcus haemolyticus,0.0310199826,0.0046471444
D83364 Staphylococcus felis,X66100 Staphylococcus haemolyticus,0.0334798727,0.0048203000
MT442037 Staphylococcus canis,X66100 Staphylococcus haemolyticus,0.0240043802,0.0043433985
EU888120 Staphylococcus microti,X66100 Staphylococcus haemolyticus,0.0292214509,0.0043252209
FM242137 Staphylococcus rostri,X66100 Staphylococcus haemolyticus,0.0321157092,0.0047275640
FR733703 Staphylococcus muscae,X66100 Staphylococcus haemolyticus,0.0253738840,0.0040554106
D83358 Staphylococcus auricularis,X66100 Staphylococcus haemolyticus,0.0256785576,0.0039806782
AB233329 Staphylococcus carnosus subsp. utilis,X66100 Staphylococcus haemolyticus,0.0340536781,0.0045875500
EU727181 Staphylococcus carnosus subsp. carnosus,X66100 Staphylococcus haemolyticus,0.0305670641,0.0042340948
Y15750 Staphylococcus condimenti,X66100 Staphylococcus haemolyticus,0.0293197060,0.0041267238
Y15754 Staphylococcus piscifermentans,X66100 Staphylococcus haemolyticus,0.0286652235,0.0041035539
MK121623 Staphylococcus debuckii,X66100 Staphylococcus haemolyticus,0.0293980641,0.0041090601
D83373 Staphylococcus simulans,X66100 Staphylococcus haemolyticus,0.0300013032,0.0044895724
EU707796 Staphylococcus massiliensis,X66100 Staphylococcus haemolyticus,0.0363410497,0.0049958003
KY315825 Staphylococcus edaphicus,X66100 Staphylococcus haemolyticus,0.0159137122,0.0031742737
AP008934 Staphylococcus saprophyticus subsp. saprophyticus,X66100 Staphylococcus haemolyticus,0.0158401928,0.0031586502
MH643903 Staphylococcus pseudoxylosus,X66100 Staphylococcus haemolyticus,0.0171044250,0.0033420364
AB233327 Staphylococcus saprophyticus subsp. bovis,X66100 Staphylococcus haemolyticus,0.0168861175,0.0034118131
MH431939 Staphylococcus caeli,X66100 Staphylococcus haemolyticus,0.0172021805,0.0032965148
D83374 Staphylococcus xylosus,X66100 Staphylococcus haemolyticus,0.0180051474,0.0035236775
AF004220 Staphylococcus succinus subsp. succinus,X66100 Staphylococcus haemolyticus,0.0205530254,0.0036081578
AJ320272 Staphylococcus casei,X66100 Staphylococcus haemolyticus,0.0213395114,0.0037031691
AF527483 Staphylococcus equorum subsp. linens,X66100 Staphylococcus haemolyticus,0.0254820162,0.0041550316
AB009939 Staphylococcus equorum subsp. equorum,X66100 Staphylococcus haemolyticus,0.0247908102,0.0042167588
AJ517414 Staphylococcus nepalensis,X66100 Staphylococcus haemolyticus,0.0260282762,0.0041016187
AB009933 Staphylococcus arlettae,X66100 Staphylococcus haemolyticus,0.0247949337,0.0040694292
D83361 Staphylococcus cohnii subsp. cohnii,X66100 Staphylococcus haemolyticus,0.0179890173,0.0034901910
AB009936 Staphylococcus urealyticus,X66100 Staphylococcus haemolyticus,0.0177938797,0.0034867562
CP027846 Staphylococcus kloosii,X66100 Staphylococcus haemolyticus,0.0245328185,0.0039798409
MW186933 Staphylococcus lloydii,X66100 Staphylococcus haemolyticus,0.0259112977,0.0040578435
MW186934 Staphylococcus durrellii,X66100 Staphylococcus haemolyticus,0.0232236375,0.0038996169
D83366 Staphylococcus gallinarum,X66100 Staphylococcus haemolyticus,0.0207896800,0.0037382939
KP716705 Staphylococcus argensis_{outgroup},X66100 Staphylococcus haemolyticus,0.0621147671,0.0074937896
AF322002 Staphylococcus pettenkoferi,X66100 Staphylococcus haemolyticus,0.0293136142,0.0043856010
FR821777 Staphylococcus argenteus,X66100 Staphylococcus haemolyticus,0.0224568045,0.0037143209
L36472 Staphylococcus aureus subsp. aureus,X66100 Staphylococcus haemolyticus,0.0217887750,0.0037594240
AY727530 Staphylococcus simiae,X66100 Staphylococcus haemolyticus,0.0193000525,0.0036684861
D83355 Staphylococcus aureus subsp. anaerobius,X66100 Staphylococcus haemolyticus,0.0214266665,0.0038194984
MF678963 Staphylococcus schweitzeri,X66100 Staphylococcus haemolyticus,0.0222561623,0.0041859053
OD916897 Staphylococcus roterodami,X66100 Staphylococcus haemolyticus,0.0205462325,0.0036547768
AB009937 Staphylococcus capitis subsp. urealyticus,X66100 Staphylococcus haemolyticus,0.0226049440,0.0037167369
L37599 Staphylococcus capitis subsp. capitis,X66100 Staphylococcus haemolyticus,0.0229644097,0.0038047546
D83363 Staphylococcus epidermidis,X66100 Staphylococcus haemolyticus,0.0186354319,0.0034167054
AB646616 Staphylococcus saccharolyticus,X66100 Staphylococcus haemolyticus,0.0243592503,0.0039517259
AB009935 Staphylococcus caprae,X66100 Staphylococcus haemolyticus,0.0219248722,0.0036807017
AB009944 Staphylococcus pasteuri,X66100 Staphylococcus haemolyticus,0.0198364748,0.0036360178
L37603 Staphylococcus warneri,X66100 Staphylococcus haemolyticus,0.0201592262,0.0036650067
FJ389206 Staphylococcus devriesei,X66100 Staphylococcus haemolyticus,0.0119017927,0.0027560454
MT671558 Staphylococcus caledonicus,X66100 Staphylococcus haemolyticus,0.0134087686,0.0034710961
AB009941 Staphylococcus lugdunensis,X66100 Staphylococcus haemolyticus,0.0150065332,0.0030801823
JN092118 Staphylococcus petrasii subsp. jettensis,X66100 Staphylococcus haemolyticus,0.0105436888,0.0027227468
JX139845 Staphylococcus petrasii subsp. petrasii,X66100 Staphylococcus haemolyticus,0.0116549923,0.0027277308
KM873669 Staphylococcus pragensis,X66100 Staphylococcus haemolyticus,0.0109504600,0.0026560953
AY953148 Staphylococcus croceilyticus,X66100 Staphylococcus haemolyticus,0.0118415222,0.0026686918
AB009938 Staphylococcus delphini,MT586030 Staphylococcus borealis,0.0224766096,0.0038645025
AJ780976 Staphylococcus pseudintermedius,MT586030 Staphylococcus borealis,0.0270413715,0.0042723022
CAIB01000045 Staphylococcus intermedius,MT586030 Staphylococcus borealis,0.0246036883,0.0040511840
FXUZ01000000 Staphylococcus cornubiensis,MT586030 Staphylococcus borealis,0.0237352485,0.0040632514
KY019172 Staphylococcus ursi,MT586030 Staphylococcus borealis,0.0249948084,0.0039640200
X84731 Staphylococcus lutrae,MT586030 Staphylococcus borealis,0.0277161113,0.0044709785
HM484980 Staphylococcus agnetis,MT586030 Staphylococcus borealis,0.0231093497,0.0040227213
CP008747 Staphylococcus hyicus,MT586030 Staphylococcus borealis,0.0223051000,0.0038810890
D83360 Staphylococcus chromogenes,MT586030 Staphylococcus borealis,0.0220459584,0.0037943952
S83568 Staphylococcus schleiferi subsp. schleiferi,MT586030 Staphylococcus borealis,0.0254161335,0.0039747226
AB009945 Staphylococcus coagulans,MT586030 Staphylococcus borealis,0.0245781477,0.0039575444
D83364 Staphylococcus felis,MT586030 Staphylococcus borealis,0.0276775137,0.0042711605
MT442037 Staphylococcus canis,MT586030 Staphylococcus borealis,0.0174843188,0.0036031593
EU888120 Staphylococcus microti,MT586030 Staphylococcus borealis,0.0234674249,0.0037451146
FM242137 Staphylococcus rostri,MT586030 Staphylococcus borealis,0.0260357352,0.0041009959
FR733703 Staphylococcus muscae,MT586030 Staphylococcus borealis,0.0191845101,0.0034358857
D83358 Staphylococcus auricularis,MT586030 Staphylococcus borealis,0.0220594763,0.0036471773
AB233329 Staphylococcus carnosus subsp. utilis,MT586030 Staphylococcus borealis,0.0310173305,0.0044225483
EU727181 Staphylococcus carnosus subsp. carnosus,MT586030 Staphylococcus borealis,0.0269594137,0.0040125661
Y15750 Staphylococcus condimenti,MT586030 Staphylococcus borealis,0.0264951412,0.0039555573
Y15754 Staphylococcus piscifermentans,MT586030 Staphylococcus borealis,0.0258434352,0.0039049523
MK121623 Staphylococcus debuckii,MT586030 Staphylococcus borealis,0.0258580518,0.0038027270
D83373 Staphylococcus simulans,MT586030 Staphylococcus borealis,0.0256350521,0.0040799087
EU707796 Staphylococcus massiliensis,MT586030 Staphylococcus borealis,0.0319231480,0.0045831680
KY315825 Staphylococcus edaphicus,MT586030 Staphylococcus borealis,0.0111760964,0.0026488897
AP008934 Staphylococcus saprophyticus subsp. saprophyticus,MT586030 Staphylococcus borealis,0.0111103633,0.0026340006
MH643903 Staphylococcus pseudoxylosus,MT586030 Staphylococcus borealis,0.0121655958,0.0027551407
AB233327 Staphylococcus saprophyticus subsp. bovis,MT586030 Staphylococcus borealis,0.0125721510,0.0028733045
MH431939 Staphylococcus caeli,MT586030 Staphylococcus borealis,0.0111150545,0.0026479176
D83374 Staphylococcus xylosus,MT586030 Staphylococcus borealis,0.0137505875,0.0029791227
AF004220 Staphylococcus succinus subsp. succinus,MT586030 Staphylococcus borealis,0.0157452332,0.0030696070
AJ320272 Staphylococcus casei,MT586030 Staphylococcus borealis,0.0172525780,0.0032804078
AF527483 Staphylococcus equorum subsp. linens,MT586030 Staphylococcus borealis,0.0192654363,0.0035315959
AB009939 Staphylococcus equorum subsp. equorum,MT586030 Staphylococcus borealis,0.0197933405,0.0036380186
AJ517414 Staphylococcus nepalensis,MT586030 Staphylococcus borealis,0.0216480561,0.0036461336
AB009933 Staphylococcus arlettae,MT586030 Staphylococcus borealis,0.0184181304,0.0034881125
D83361 Staphylococcus cohnii subsp. cohnii,MT586030 Staphylococcus borealis,0.0151273212,0.0031752700
AB009936 Staphylococcus urealyticus,MT586030 Staphylococcus borealis,0.0128887997,0.0028671062
CP027846 Staphylococcus kloosii,MT586030 Staphylococcus borealis,0.0183701281,0.0033543599
MW186933 Staphylococcus lloydii,MT586030 Staphylococcus borealis,0.0196958088,0.0034296775
MW186934 Staphylococcus durrellii,MT586030 Staphylococcus borealis,0.0170367665,0.0032524778
D83366 Staphylococcus gallinarum,MT586030 Staphylococcus borealis,0.0151252077,0.0031342778
KP716705 Staphylococcus argensis_{outgroup},MT586030 Staphylococcus borealis,0.0586465183,0.0072695069
AF322002 Staphylococcus pettenkoferi,MT586030 Staphylococcus borealis,0.0244612830,0.0039702530
FR821777 Staphylococcus argenteus,MT586030 Staphylococcus borealis,0.0163394879,0.0032025126
L36472 Staphylococcus aureus subsp. aureus,MT586030 Staphylococcus borealis,0.0169988738,0.0032438957
AY727530 Staphylococcus simiae,MT586030 Staphylococcus borealis,0.0150559279,0.0032498725
D83355 Staphylococcus aureus subsp. anaerobius,MT586030 Staphylococcus borealis,0.0171556689,0.0033600228
MF678963 Staphylococcus schweitzeri,MT586030 Staphylococcus borealis,0.0173429505,0.0035883497
OD916897 Staphylococcus roterodami,MT586030 Staphylococcus borealis,0.0157711890,0.0031585207
AB009937 Staphylococcus capitis subsp. urealyticus,MT586030 Staphylococcus borealis,0.0176579351,0.0032881808
L37599 Staphylococcus capitis subsp. capitis,MT586030 Staphylococcus borealis,0.0186586041,0.0033688431
D83363 Staphylococcus epidermidis,MT586030 Staphylococcus borealis,0.0143944903,0.0030320845
AB646616 Staphylococcus saccharolyticus,MT586030 Staphylococcus borealis,0.0194572231,0.0035463391
AB009935 Staphylococcus caprae,MT586030 Staphylococcus borealis,0.0169825617,0.0031913206
AB009944 Staphylococcus pasteuri,MT586030 Staphylococcus borealis,0.0135504115,0.0029455759
L37603 Staphylococcus warneri,MT586030 Staphylococcus borealis,0.0158730561,0.0032146716
FJ389206 Staphylococcus devriesei,MT586030 Staphylococcus borealis,0.0078711400,0.0021404257
MT671558 Staphylococcus caledonicus,MT586030 Staphylococcus borealis,0.0070719962,0.0024346196
AB009941 Staphylococcus lugdunensis,MT586030 Staphylococcus borealis,0.0101420497,0.0024612576
JN092118 Staphylococcus petrasii subsp. jettensis,MT586030 Staphylococcus borealis,0.0048776201,0.0017759260
JX139845 Staphylococcus petrasii subsp. petrasii,MT586030 Staphylococcus borealis,0.0061221234,0.0019266025
KM873669 Staphylococcus pragensis,MT586030 Staphylococcus borealis,0.0054325663,0.0018036564
AY953148 Staphylococcus croceilyticus,MT586030 Staphylococcus borealis,0.0058552856,0.0018231451
